Name,Market,Price,CategoryName,ImageUrl,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Nescafe 17.4 gr 3'ü 1 Arada Orjinal Kahve,PttAVM,"176,31 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-17-4-gr-3u-1-arada-orjinal-kahve-_1771141.jpg,2,0.2,0.09,0.05
Freşa 250 ml Cool Lime Maden Suyu,idefix,"308,23 TL",icecek,https://cdn.cimri.io/market/88x88/fresa-250-ml-cool-lime-maden-suyu-_1826405.jpg,0,0,0,0
Beypazarı 200 ml Sade Soda,Amazon,"199,00 TL",icecek,https://cdn.cimri.io/market/88x88/beypazari-200-ml-sade-soda-_1880346.jpg,0,0,0,0
Kahve Dünyası 40x18 gr 3ü1 Arada Klasik Kahve + 40x12 gr 2si 1 Arada Klasik Kahve,Pazarama,"393,28 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-40x18-gr-3u1-arada-klasik-kahve-40x12-gr-2si-1-arada-klasik-kahve-_1920629.jpg,2,0.2,0.09,0.05
Kurukahveci Mehmet Efendi 25x100 gr Türk Kahvesi + The Whirl 250 gr Çekilmiş Türk Kahvesi,Pazarama,"1.635,90 TL",icecek,https://cdn.cimri.io/market/88x88/kurukahveci-mehmet-efendi-25x100-gr-turk-kahvesi-the-whirl-250-gr-cekilmis-turk-kahvesi-_2013442.jpg,2,0.2,0.09,0.05
Kızılcahamam Sade 200 ml Çamlık Doğal Maden Suyu,idefix,"197,13 TL",icecek,https://cdn.cimri.io/market/88x88/kizilcahamam-sade-200-ml-camlik-dogal-maden-suyu-_1893495.jpg,0,0,0,0
Starbucks 250 gr 2 Adet Colombia ve House Blend Çekirdek Filtre Kahve,Carrefoursa,"474,90 TL",icecek,https://cdn.cimri.io/market/88x88/starbucks-250-gr-2-adet-colombia-ve-house-blend-cekirdek-filtre-kahve-_829545.jpg,2,0.2,0.09,0.05
Kula 200 ml Sade Soda,Allkaria,"253,80 TL",icecek,https://cdn.cimri.io/market/88x88/kula-200-ml-sade-soda-_2009641.jpg,0,0,0,0
Tchibo 250 gr Gold Selection Filtre Kahve,Bim,"119,00 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-250-gr-gold-selection-filtre-kahve-_283634.jpg,2,0.2,0.09,0.05
Doğuş 20'li Paket Elmalı Yeşil Çay,PttAVM,"130,59 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-20li-paket-elmali-yesil-cay-_481220.jpg,2,0,1,0
Lavazza Gran Espresso 1000 gr Çekirdek Kahve,idefix,"610,00 TL",icecek,https://cdn.cimri.io/market/88x88/lavazza-gran-espresso-1000-gr-cekirdek-kahve-_370424.jpg,2,0.2,0.09,0.05
Jacobs Monarch Gold 150 gr Poşet Kahve,idefix,"245,00 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-monarch-gold-150-gr-poset-kahve-_1945162.jpg,2,0.2,0.09,0.05
Uludağ Frutti Karpuz Çilek 200 ml Maden Suyu,Carrefour,"71,90 TL",icecek,https://cdn.cimri.io/market/88x88/uludag-frutti-karpuz-cilek-200-ml-maden-suyu-_361584.jpg,0,0,0,0
Çaykur Tiryaki 500 gr Siyah Çay,Şok,"99,00 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-tiryaki-500-gr-siyah-cay-_1281948.jpg,2,0,1,0
Jacobs Selection 250 gr Filtre Kahve,PttAVM,"160,11 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-selection-250-gr-filtre-kahve-_283872.jpg,2,0.2,0.09,0.05
Orhan Efendi 500 gr Damla Sakızlı Türk Kahvesi,PttAVM,"408,67 TL",icecek,https://cdn.cimri.io/market/88x88/orhan-efendi-500-gr-damla-sakizli-turk-kahvesi-_525159.jpg,2,0.2,0.09,0.05
Badem Pınarı 500 lt Doğal Kaynak Suyu,idefix,"185,94 TL",icecek,https://cdn.cimri.io/market/88x88/badem-pinari-500-lt-dogal-kaynak-suyu-_1948056.jpg,0,0,0,0
Çaykur Filiz Lüks Edt 1 kg Dökme Çay,Carrefour,"225,90 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-filiz-luks-edt-1-kg-dokme-cay-_1331620.jpg,2,0,1,0
Tchibo Privat Kaffee Brazil Mild 250gr Öğütülmüş Filtre Kahve,Şok,"139,00 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-privat-kaffee-brazil-mild-250gr-ogutulmus-filtre-kahve-_67553.jpg,2,0.2,0.09,0.05
Özkaynak 200 ml Maden Suyu,Ofisegetirelim,"152,71 TL",icecek,https://cdn.cimri.io/market/88x88/ozkaynak-200-ml-maden-suyu-_615869.jpg,0,0,0,0
Prime 500 ml Hydration Meta Moon İçecek,PttAVM,"671,95 TL",icecek,https://cdn.cimri.io/market/88x88/prime-500-ml-hydration-meta-moon-icecek-_1852243.jpg,,,,
Hekimhan 45'li Kerevizli Yakı Otlu Bitki Çayı,idefix,"199,00 TL",icecek,https://cdn.cimri.io/market/88x88/hekimhan-45li-kerevizli-yaki-otlu-bitki-cayi-_794608.jpg,8,1,1,0
Elmas 1 kg Gold Çay,Bahasam,"235,00 TL",icecek,https://cdn.cimri.io/market/88x88/elmas-1-kg-gold-cay-_1561428.jpg,2,0,1,0
Nescafe Dolce Gusto Cappuccino Kapsülü,Ofisegetirelim,"199,99 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-dolce-gusto-cappuccino-kapsulu-_283177.jpg,,,,
Freşa 200 m Limon Aromalı Maden Suyu,idefix,"124,00 TL",icecek,https://cdn.cimri.io/market/88x88/fresa-200-m-limon-aromali-maden-suyu-_859403.jpg,0,0,0,0
Sürçaysan 500 gr Özel Çay,PttAVM,"267,25 TL",icecek,https://cdn.cimri.io/market/88x88/surcaysan-500-gr-ozel-cay-_931187.jpg,2,0,1,0
Avşar Karadut&Frank Üzüm Aromalı 200 ml Soda,Avansas,"49,99 TL",icecek,https://cdn.cimri.io/market/88x88/avsar-karadutfrank-uzum-aromali-200-ml-soda-_1802520.jpg,43,1.4,10,0.5
Lipton Yellow Label 500 Adet Demlik Poşet Çay,Pazarama,"470,00 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-yellow-label-500-adet-demlik-poset-cay-_1153479.jpg,2,0,1,0
Lipton Ekstra Dem Özel Seri 100 Demlik Poşet Çay,Getir Büyük,"161,50 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-ekstra-dem-ozel-seri-100-demlik-poset-cay-_227865.jpg,2,0,1,0
Kocatepe 100 gr Damla Sakızı Aromalı Türk Kahvesi,Carrefoursa,"92,50 TL",icecek,https://cdn.cimri.io/market/88x88/kocatepe-100-gr-damla-sakizi-aromali-turk-kahvesi-_284156.jpg,2,0.2,0.09,0.05
Aladeeb Coffee 20 gr Sütlü Sıcak Çikolata İçecek Tozu,PttAVM,"145,35 TL",icecek,https://cdn.cimri.io/market/88x88/aladeeb-coffee-20-gr-sutlu-sicak-cikolata-icecek-tozu-_1542469.jpg,55,1,11,0.3
Davidoff Cafe Creme 500 gr Çekirdek Kahve,Amazon,"449,90 TL",icecek,https://cdn.cimri.io/market/88x88/davidoff-cafe-creme-500-gr-cekirdek-kahve-_283486.jpg,2,0.2,0.09,0.05
Jacobs Capsule Lungo 8 Intenso 10'lu Kapsül Kahve,Gratis,"159,00 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-capsule-lungo-8-intenso-10lu-kapsul-kahve-_283757.jpg,2,0.2,0.09,0.05
Avoya 200 ml Sade Maden Suyu,Carrefoursa,"34,90 TL",icecek,https://cdn.cimri.io/market/88x88/avoya-200-ml-sade-maden-suyu-_1982292.jpg,0,0,0,0
Nescafe Gold 2 gr Tek İçim Kahve,Carrefoursa,"7,70 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-gold-2-gr-tek-icim-kahve-_120997.jpg,2,0.2,0.09,0.05
Aleyna Baharat 50 gr Işkın Kökü,PttAVM,"266,83 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
Kahve Dünyası 1 kg Kavrulmuş Kenya Çekirdek Kahve,PttAVM,"514,06 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-1-kg-kavrulmus-kenya-cekirdek-kahve-_1247576.jpg,2,0.2,0.09,0.05
Anisah Coffee Bolivar Espresso 1000 gr Koyu Kavrulmuş Çekirdek Öğütülmemiş Kahve,Amazon,"494,90 TL",icecek,https://cdn.cimri.io/market/88x88/anisah-coffee-bolivar-espresso-1000-gr-koyu-kavrulmus-cekirdek-ogutulmemis-kahve-_1953007.jpg,2,0.2,0.09,0.05
Tuğba Kuruyemiş 220 gr Mirvari Kahvesi,Amazon,"171,35 TL",icecek,https://cdn.cimri.io/market/88x88/tugba-kuruyemis-220-gr-mirvari-kahvesi-_1040788.jpg,2,0.2,0.09,0.05
Jacobs 3'ü 1 Arada Karışımı Yumuşak Lezzet 40 Adet Gold Kahve,Pazarama,"224,32 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-3u-1-arada-karisimi-yumusak-lezzet-40-adet-gold-kahve-_1819959.jpg,2,0.2,0.09,0.05
Nescafe Xpress Latte 250 ml Kahve,idefix,"179,91 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-xpress-latte-250-ml-kahve-_1747701.jpg,2,0.2,0.09,0.05
Addis Ababa Coffee 225 gr Lemmu Blend Çekirdek Kahve,PttAVM,"93,20 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0.2,0.09,0.05
Kahve Dünyası 100 gr Kafeinsiz Türk Kahvesi,Carrefour,"57,50 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-100-gr-kafeinsiz-turk-kahvesi-_1246025.jpg,2,0.2,0.09,0.05
Nescafe Fine Blend 70 gr Kahve,PttAVM,"79,44 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-fine-blend-70-gr-kahve-_1883564.jpg,2,0.2,0.09,0.05
Abdullah Efendi 100 gr Türk Kahvesi,Bim,"45,00 TL",icecek,https://cdn.cimri.io/market/88x88/abdullah-efendi-100-gr-turk-kahvesi-_1431697.jpg,2,0.2,0.09,0.05
Nescafe 2si1 Arada Sütlü Köpüklü 100 gr Kahve,Getir Büyük,"44,50 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-2si1-arada-sutlu-kopuklu-100-gr-kahve-_1337805.jpg,2,0.2,0.09,0.05
Neşe Çay 5 kg Demlik Poşet Çay 167 adet,idefix,"1.419,40 TL",icecek,https://cdn.cimri.io/market/88x88/nese-cay-5-kg-demlik-poset-cay-167-adet-_825103.jpg,2,0,1,0
Ticaret Denizi 1.5 kg Süt Tozu Kahve Kreması,PttAVM,"314,94 TL",icecek,https://cdn.cimri.io/market/88x88/ticaret-denizi-1-5-kg-sut-tozu-kahve-kremasi-_1569312.jpg,2,0.2,0.09,0.05
Doğuş 500 gr Siyah Filiz Çayı,Getir Büyük,"104,99 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-500-gr-siyah-filiz-cayi-_1549527.jpg,2,0,1,0
Doğuş 500 gr Siyah Filiz Çayı,Getir Büyük,"104,99 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-500-gr-siyah-filiz-cayi-_1549527.jpg,2,0,1,0
Ezberbozan 5 kg Dökme Çay,PttAVM,"1.655,00 TL",icecek,https://cdn.cimri.io/market/88x88/ezberbozan-5-kg-dokme-cay-_1661569.jpg,2,0,1,0
Lipton 500'lü Doğu Karadeniz Demlik Poşet Çay,Amazon,"429,95 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-500lu-dogu-karadeniz-demlik-poset-cay-_282863.jpg,2,0,1,0
Çaykur Klasik Demlik Süzen Poşet Çay,Ofisegetirelim,"69,87 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-klasik-demlik-suzen-poset-cay-_1415624.jpg,2,0,1,0
Nescafe 2si1 Arada 48'li Paket Yeni Ürün Sütlü Köpüklü,PttAVM,"178,39 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-2si1-arada-48li-paket-yeni-urun-sutlu-kopuklu-_1628672.jpg,,,,
Destan 500 gr Amber Eynesil Export Özel Siyah Çay,Kozmetik Burada,"124,53 TL",icecek,https://cdn.cimri.io/market/88x88/destan-500-gr-amber-eynesil-export-ozel-siyah-cay-_1978644.jpg,2,0,1,0
Mila 330 ml Cam Şişe Su,Carrefoursa,"6,45 TL",icecek,https://cdn.cimri.io/market/88x88/mila-330-ml-cam-sise-su-_1157572.jpg,0,0,0,0
Nescafe Gold  250 gr Filtre Kahve,Pazarama,"116,90 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-gold-250-gr-filtre-kahve-_1140340.jpg,2,0.2,0.09,0.05
Lavazza Tierra Selection 1 kg Çekirdek Kahve,Pazarama,"689,00 TL",icecek,https://cdn.cimri.io/market/88x88/lavazza-tierra-selection-1-kg-cekirdek-kahve-_283525.jpg,2,0.2,0.09,0.05
Freşa Extra Narlı 200 ml Soda,idefix,"243,54 TL",icecek,https://cdn.cimri.io/market/88x88/fresa-extra-narli-200-ml-soda-_361222.jpg,0,0,0,0
Goran Tee 1000 gr Mevlana Sade Yaprak Siyah Dökme Çay,PttAVM,"863,64 TL",icecek,https://cdn.cimri.io/market/88x88/goran-tee-1000-gr-mevlana-sade-yaprak-siyah-dokme-cay-_709176.jpg,2,0,1,0
Colombo 300 gr Seylan Yaprak Çay,Happy,"135,99 TL",icecek,https://cdn.cimri.io/market/88x88/colombo-300-gr-seylan-yaprak-cay-_738927.jpg,2,0,1,0
Çaykur Altınbaş 3500 gr Çay,PttAVM,"796,50 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-altinbas-3500-gr-cay-_1284038.jpg,2,0,1,0
Lipton Extra Yoğun 100 gr Early Grey Tomurcuk Çay,Getir Büyük,"63,99 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-extra-yogun-100-gr-early-grey-tomurcuk-cay-_1150941.jpg,2,0,1,0
Tchibo Caffe Espresso Caramel 10'lu Kapsül Kahve,Happy,"144,99 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-caffe-espresso-caramel-10lu-kapsul-kahve-_1494100.jpg,2,0.2,0.09,0.05
Mehmet Efendi 250gr Colombian Filtre Kahve,Carrefoursa,"221,90 TL",icecek,https://cdn.cimri.io/market/88x88/mehmet-efendi-250gr-colombian-filtre-kahve-_1201528.jpg,2,0.2,0.09,0.05
Tchibo Gold Selection 250 gr Öğütülmüş Filtre Kahve,a101,"199,95 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-gold-selection-250-gr-ogutulmus-filtre-kahve-_1313476.jpg,2,0.2,0.09,0.05
Madenci 100gr Türk Kahvesi,Pazarama,"1.650,00 TL",icecek,https://cdn.cimri.io/market/88x88/madenci-100gr-turk-kahvesi-_833421.jpg,2,0.2,0.09,0.05
Lipton Yellow Label 250'li Demlik Poşet Çay,Ofisegetirelim,"308,15 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-yellow-label-250li-demlik-poset-cay-_121575.jpg,2,0,1,0
Moliendo 1000 gr Finest Coffee Amalfi Espresso Blend Çekirdek Kahve,Amazon,"1.089,35 TL",icecek,https://cdn.cimri.io/market/88x88/moliendo-1000-gr-finest-coffee-amalfi-espresso-blend-cekirdek-kahve-_1390332.jpg,2,0.2,0.09,0.05
Çaykur 400 gr Mezopotamya Çayı,idefix,"185,00 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-400-gr-mezopotamya-cayi-_1287295.jpg,2,0,1,0
Jacobs Cronat Gold 500 gr Hazır Kahve,Pazarama,"669,95 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-cronat-gold-500-gr-hazir-kahve-_1420797.jpg,2,0.2,0.09,0.05
48 Hours Gold Ginseng İçecek,PttAVM,"289,00 TL",icecek,https://cdn.cimri.io/market/88x88/48-hours-gold-ginseng-icecek-_369011.jpg,,,,
Jacobs 10'lu 3in1 Gold Yoğun,ofisacil,"56,90 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-10lu-3in1-gold-yogun-_829578.jpg,,,,
Nescafe Classic 1 kg Teneke Kahve+ Nestle Coffee Mate 2 kg  Kahve Kreması,Pekgross,"1.620,00 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-classic-1-kg-teneke-kahve-nestle-coffee-mate-2-kg-kahve-kremasi-_498685.jpg,2,0.2,0.09,0.05
İngro 250 gr Yaprak Moringa Çayı,PttAVM,"254,15 TL",icecek,https://cdn.cimri.io/market/88x88/ingro-250-gr-yaprak-moringa-cayi-_1387278.jpg,2,0,1,0
Borjomi 330 ml Doğal Zengin Mineralli Su,Amazon,"560,00 TL",icecek,https://cdn.cimri.io/market/88x88/borjomi-330-ml-dogal-zengin-mineralli-su-_1648966.jpg,0,0,0,0
Forx5 Coffee 90 gr İron Kahve,Pazarama,"655,50 TL",icecek,https://cdn.cimri.io/market/88x88/forx5-coffee-90-gr-iron-kahve-_2031448.jpg,2,0.2,0.09,0.05
Doğuş Karadeniz 1000'li Paket Bardak Poşet Çay,PttAVM,"882,84 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-karadeniz-1000li-paket-bardak-poset-cay-_174797.jpg,2,0,1,0
Lipton 100'lü 200 gr Yellow Label Süzen Bardak Poşet Siyah Çay,Ofisegetirelim,"187,16 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-100lu-200-gr-yellow-label-suzen-bardak-poset-siyah-cay-_1591910.jpg,2,0,1,0
Lipton 100'lü 3.2 gr Earl Grey Bergamotlu Demlik Poşet Çay,Pazarama,"129,90 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-100lu-3-2-gr-earl-grey-bergamotlu-demlik-poset-cay-_1979962.jpg,2,0,1,0
Amber Eynesil Export 500 gr Siyah Dökme Çay,PttAVM,"113,74 TL",icecek,https://cdn.cimri.io/market/88x88/amber-eynesil-export-500-gr-siyah-dokme-cay-_1885244.jpg,2,0,1,0
Uludağ 1 lt Premium Pet Su,Amazon,"169,00 TL",icecek,https://cdn.cimri.io/market/88x88/uludag-1-lt-premium-pet-su-_1876109.jpg,0,0,0,0
Lavazza 1 kg Expert Gusto Forte + 1 kg Expert Crema Aroma Çekirdek Kahve,idefix,"985,00 TL",icecek,https://cdn.cimri.io/market/88x88/lavazza-1-kg-expert-gusto-forte-1-kg-expert-crema-aroma-cekirdek-kahve-_2011961.jpg,2,0.2,0.09,0.05
Jacobs 4lü Tanışma Seti Kapsül Kahve,Amazon,"563,70 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-4lu-tanisma-seti-kapsul-kahve-_832130.jpg,2,0.2,0.09,0.05
Nescafe Classic 2 gr Paket Kahve,Carrefoursa,"10,00 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-classic-2-gr-paket-kahve-_1139294.jpg,2,0.2,0.09,0.05
Erikli 15 lt Cam Damacana Su,Şok,"41,50 TL",icecek,https://cdn.cimri.io/market/88x88/erikli-15-lt-cam-damacana-su-_1778471.jpg,0,0,0,0
Nescafe 10'lu 3ü1 Arada Sütlü Köpüklü,Getir Büyük,"44,50 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-10lu-3u1-arada-sutlu-kopuklu-_1676795.jpg,,,,
Altıncezve 167x30 gr 5 kg Ab-I Hayat Demlik Poşet Çay,PttAVM,"1.352,40 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0,1,0
Mehmet Efendi 250 gram Guatemala Kafeinsiz Filtre Kahve,Pazarama,"262,16 TL",icecek,https://cdn.cimri.io/market/88x88/mehmet-efendi-250-gram-guatemala-kafeinsiz-filtre-kahve-_1224926.jpg,2,0.2,0.09,0.05
Ancora 1 lt Sıkma Karadut Suyu,idefix,"279,18 TL",icecek,https://cdn.cimri.io/market/88x88/ancora-1-lt-sikma-karadut-suyu-_1400351.jpg,56,0,16,0
Ducat 500 gr Gold Çözünebilir Kahve,Avansas,"399,90 TL",icecek,https://cdn.cimri.io/market/88x88/ducat-500-gr-gold-cozunebilir-kahve-_1323247.jpg,2,0.2,0.09,0.05
Çaykur 400 gr Gap Çayı,PttAVM,"661,50 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-400-gr-gap-cayi-_1417244.jpg,2,0,1,0
Tchibo 10 Adet Caffe Crema Rich Cafissimo Uyumlu Kapsül Kahve,Happy,"138,99 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-10-adet-caffe-crema-rich-cafissimo-uyumlu-kapsul-kahve-_1612059.jpg,2,0.2,0.09,0.05
Kızılcahamam 200 ml Nane Limon Aromalı Maden Suyu,idefix,"215,41 TL",icecek,https://cdn.cimri.io/market/88x88/kizilcahamam-200-ml-nane-limon-aromali-maden-suyu-_1881766.jpg,0,0,0,0
Kula 250 ml Doğal Maden Suyu,Allkaria,"245,52 TL",icecek,https://cdn.cimri.io/market/88x88/kula-250-ml-dogal-maden-suyu-_859484.jpg,0,0,0,0
Sarıyer 200 ml Gazoz,Getir Büyük,"79,50 TL",icecek,https://cdn.cimri.io/market/88x88/sariyer-200-ml-gazoz-_1223479.jpg,35,0,9,0
Nescafe Dolce Gusto Espresso 16'lı Kapsül Kahve,Ofisegetirelim,"199,99 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-dolce-gusto-espresso-16li-kapsul-kahve-_1064403.jpg,2,0.2,0.09,0.05
Kuru Kahveci Mehmet Efendi 250 gr Guatemala Filtre Kahve,Ofisegetirelim,"204,18 TL",icecek,https://cdn.cimri.io/market/88x88/kuru-kahveci-mehmet-efendi-250-gr-guatemala-filtre-kahve-_826591.jpg,2,0.2,0.09,0.05
Kahve Dünyası 1 kg Kenya Filtre Çekirdek Kahve,PttAVM,"495,95 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-1-kg-kenya-filtre-cekirdek-kahve-_1253934.jpg,2,0.2,0.09,0.05
Nescafe 2'li 900 gram Gold Eko Paket + Termos,Avansas,"2.761,78 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-2li-900-gram-gold-eko-paket-termos-_1664835.jpg,,,,
Pfanner 1 lt Kızılcık Meyve Suyu,idefix,"206,10 TL",icecek,https://cdn.cimri.io/market/88x88/pfanner-1-lt-kizilcik-meyve-suyu-_379543.jpg,56,0,16,0
Çaykur 2 kg Çaycı Çayı,PttAVM,"436,54 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-2-kg-cayci-cayi-_1285454.jpg,2,0,1,0
Tirebolu 1 kg 42 Early Grey Çay,Carrefour,"138,00 TL",icecek,https://cdn.cimri.io/market/88x88/tirebolu-1-kg-42-early-grey-cay-_1227424.jpg,2,0,1,0
Coca Cola Şişe 200 ml Cola,Şok,"69,90 TL",icecek,https://cdn.cimri.io/market/88x88/coca-cola-sise-200-ml-cola-_284929.jpg,,,,
Çaykur Altınbaş 200 gr Demlik Poşet Çayı,Carrefoursa,"72,90 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-altinbas-200-gr-demlik-poset-cayi-_1561200.jpg,2,0,1,0
Sprite 250 ml Limon Aromalı Gazoz,Getir Büyük,"32,99 TL",icecek,https://cdn.cimri.io/market/88x88/sprite-250-ml-limon-aromali-gazoz-_1004295.jpg,35,0,9,0
Prafendy 20x15 gr Gerçek Meyve Taneli Tek İçimlik Nane Limon Çayı,idefix,"399,00 TL",icecek,https://cdn.cimri.io/market/88x88/prafendy-20x15-gr-gercek-meyve-taneli-tek-icimlik-nane-limon-cayi-_1846465.jpg,29,1.1,9.3,0.3
Organik Bitkim 500 gr Yeşil Kahve Çekirdek Çiğ Tane,organikbitkim,"422,00 TL",icecek,https://cdn.cimri.io/market/88x88/organik-bitkim-500-gr-yesil-kahve-cekirdek-cig-tane-_835389.jpg,2,0.2,0.09,0.05
Kurukahveci Mehmet Efendi 10x100 gr Türk Kahvesi + The Whirl 250 gr Çekilmiş Türk Kahvesi,Pazarama,"748,90 TL",icecek,https://cdn.cimri.io/market/88x88/kurukahveci-mehmet-efendi-10x100-gr-turk-kahvesi-the-whirl-250-gr-cekilmis-turk-kahvesi-_2013441.jpg,2,0.2,0.09,0.05
Nish Kahve 250 gr Gurme Seri Etiyopya Yumuşak İçim Öğütülmüş Etiyopya Filtre Kahve,Pazarama,"237,52 TL",icecek,https://cdn.cimri.io/market/88x88/nish-kahve-250-gr-gurme-seri-etiyopya-yumusak-icim-ogutulmus-etiyopya-filtre-kahve-_1862054.jpg,2,0.2,0.09,0.05
Monster 500 ml Enerji İçecek,PttAVM,"29,00 TL",icecek,https://cdn.cimri.io/market/88x88/monster-500-ml-enerji-icecek-_1147464.jpg,,,,
Altıncezve 20'li 11 gr Hazır Şekerli Türk Kahvesi,PttAVM,"162,78 TL",icecek,https://cdn.cimri.io/market/88x88/altincezve-20li-11-gr-hazir-sekerli-turk-kahvesi-_283583.jpg,2,0.2,0.09,0.05
Jacobs 20 adet 3ü1 Arada Gold Kahve Karışımı,idefix,"205,54 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-20-adet-3u1-arada-gold-kahve-karisimi-_1141237.jpg,2,0.2,0.09,0.05
Jacobs 250 ml Icepresso Classic Soğuk Kahve,Amazon,"569,04 TL",icecek,https://cdn.cimri.io/market/88x88/jacobs-250-ml-icepresso-classic-soguk-kahve-_1675613.jpg,2,0.2,0.09,0.05
Aktarix 500 gr Mısır Püskülü,Amazon,"346,80 TL",icecek,https://cdn.cimri.io/market/88x88/aktarix-500-gr-misir-puskulu-_686806.jpg,,,,
Abant 5 lt Doğal Kaynak Suyu,Tarım Kredi Kooperatifi,"22,90 TL",icecek,https://cdn.cimri.io/market/88x88/abant-5-lt-dogal-kaynak-suyu-_285252.jpg,0,0,0,0
Moliendo 1000 gr Finest Coffee Colombia Medellin Supremo Yöresel Çekirdek Kahve,Pazarama,"1.099,80 TL",icecek,https://cdn.cimri.io/market/88x88/moliendo-1000-gr-finest-coffee-colombia-medellin-supremo-yoresel-cekirdek-kahve-_1390338.jpg,2,0.2,0.09,0.05
Karali 1 kg Geleneksel Filiz Çayı,Listensi,"179,90 TL",icecek,https://cdn.cimri.io/market/88x88/karali-1-kg-geleneksel-filiz-cayi-_99843.jpg,2,0,1,0
Lavazza Espresso Crema E Aroma 6 kg Çekirdek Kahve,idefix,"2.880,00 TL",icecek,https://cdn.cimri.io/market/88x88/lavazza-espresso-crema-e-aroma-6-kg-cekirdek-kahve-_120443.jpg,2,0.2,0.09,0.05
Moliendo Finest Coffee 1 kg Blonde Coffee Blend Çekirdek Kahve,Pazarama,"1.099,80 TL",icecek,https://cdn.cimri.io/market/88x88/moliendo-finest-coffee-1-kg-blonde-coffee-blend-cekirdek-kahve-_69166.jpg,2,0.2,0.09,0.05
Beta Tea Taç Yaprak 1 kg Dökme Çay,PttAVM,"225,18 TL",icecek,https://cdn.cimri.io/market/88x88/beta-tea-tac-yaprak-1-kg-dokme-cay-_1265609.jpg,2,0,1,0
Milk Kar 25 kg Yağlı Süt Tozu,Pazarama,"414,00 TL",icecek,https://cdn.cimri.io/market/88x88/milk-kar-25-kg-yagli-sut-tozu-_1195205.jpg,64,3.3,4.7,3.5
Osso 200 gr Osmanlı Kahvesi,PttAVM,"75,99 TL",icecek,https://cdn.cimri.io/market/88x88/osso-200-gr-osmanli-kahvesi-_283551.jpg,2,0.2,0.09,0.05
Iron Coffee 30'lu Kahve,PttAVM,"658,17 TL",icecek,https://cdn.cimri.io/market/88x88/iron-coffee-30lu-kahve-_2044177.jpg,2,0.2,0.09,0.05
Matcha 20x8 gr Premium Japanese Çilek Aromalı Toz Maça Çayı,PttAVM,"218,64 TL",icecek,https://cdn.cimri.io/market/88x88/matcha-20x8-gr-premium-japanese-cilek-aromali-toz-maca-cayi-_2009344.jpg,32,0.7,7.7,0.3
