Name,Market,Price,CategoryName,ImageUrl,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Metro Chef 1 kg Karışık Antep Fıstığı Kaju Badem Çiğ ve Kavrulmuş Kuruyemiş,Amazon,"890,00 TL",gida,https://cdn.cimri.io/market/88x88/metro-chef-1-kg-karisik-antep-fistigi-kaju-badem-cig-ve-kavrulmus-kuruyemis-_2029446.jpg,562,20.0,28.0,45.0
Turna 5 lt  Ayçiçek Yağı Dar Ağız Pet,Getir Büyük,"319,99 TL",gida,https://cdn.cimri.io/market/88x88/turna-5-lt-aycicek-yagi-dar-agiz-pet-_1417744.jpg,884,0,0,100
1 kg Soslu Cips Fıstık,PttAVM,"34,99 TL",gida,https://cdn.cimri.io/market/88x88/1-kg-soslu-cips-fistik-_134655.jpg,567,25.8,16.1,49.2
Kristal Naturel Sızma 5 lt Extra Vırgın Teneke Zeytinyağı,PttAVM,"1.329,29 TL",gida,https://cdn.cimri.io/market/88x88/kristal-naturel-sizma-5-lt-extra-virgin-teneke-zeytinyagi-_1416645.jpg,884,0,0,100
Dardanel 125 gr Ton Ekonomik Sardalya,Allkaria,"57,46 TL",gida,https://cdn.cimri.io/market/88x88/dardanel-125-gr-ton-ekonomik-sardalya-_1395773.jpg,151,23,0,6
Hanzade Bitkisel 1 kg Hindistan Cevizi Şekeri,Ebitkisel,"399,00 TL",gida,https://cdn.cimri.io/market/88x88/hanzade-bitkisel-1-kg-hindistan-cevizi-sekeri-_1827037.jpg,354,3.3,15.0,33.5
Golf Roko Beyaz 65 ml Dondurma,Getir Büyük,"23,99 TL",gida,https://cdn.cimri.io/market/88x88/golf-roko-beyaz-65-ml-dondurma-_97263.jpg,207,3.5,24.0,11.0
Kent Olips Portakal Limon 1 kg Şeker,Ofisegetirelim,"227,88 TL",gida,https://cdn.cimri.io/market/88x88/kent-olips-portakal-limon-1-kg-seker-_242845.jpg,47,0.9,12.0,0.1
1 kg Soslu Cips Fıstık,PttAVM,"34,99 TL",gida,https://cdn.cimri.io/market/88x88/1-kg-soslu-cips-fistik-_134655.jpg,567,25.8,16.1,49.2
Heinz 400 ml Sarımsaklı Mayonez,PttAVM,"105,99 TL",gida,https://cdn.cimri.io/market/88x88/heinz-400-ml-sarimsakli-mayonez-_472298.jpg,680,1.0,1.0,75.0
Golf Roko Beyaz 65 ml Dondurma,Getir Büyük,"23,99 TL",gida,https://cdn.cimri.io/market/88x88/golf-roko-beyaz-65-ml-dondurma-_97263.jpg,207,3.5,24.0,11.0
Yudum 5 lt Teneke Ayçiçek Yağı,Carrefour,"409,95 TL",gida,https://cdn.cimri.io/market/88x88/yudum-5-lt-teneke-aycicek-yagi-_228009.jpg,884,0,0,100
Metro Chef 1 kg Karışık Antep Fıstığı Kaju Badem Çiğ ve Kavrulmuş Kuruyemiş,Amazon,"890,00 TL",gida,https://cdn.cimri.io/market/88x88/metro-chef-1-kg-karisik-antep-fistigi-kaju-badem-cig-ve-kavrulmus-kuruyemis-_2029446.jpg,562,20.0,28.0,45.0
Wefood 500 ml Organik Elma Sirkesi,PttAVM,"224,21 TL",gida,https://cdn.cimri.io/market/88x88/wefood-500-ml-organik-elma-sirkesi-_701941.jpg,21,0,0.9,0
Lay's 96 g Fırından Yoğurt ve Mevsim Yeşillikli,Amazon,"42,00 TL",gida,https://cdn.cimri.io/market/88x88/lays-96-g-firindan-yogurt-ve-mevsim-yesillikli-_1175208.jpg,61,5.2,4.3,3.1
Kinder Bueno 43 gr Çikolata,Getir Büyük,"34,50 TL",gida,https://cdn.cimri.io/market/88x88/kinder-bueno-43-gr-cikolata-_239811.jpg,546,4.9,61,31
Ülker Çizi Çıtır 40 gr Tulum Peynir ve Köz Biber Aromalı Kraker,a101,"15,75 TL",gida,https://cdn.cimri.io/market/88x88/ulker-cizi-citir-40-gr-tulum-peynir-ve-koz-biber-aromali-kraker-_1281901.jpg,350,25,2,28
MyDay 3x250 gr Sprey Krem Şanti,Amazon,"425,00 TL",gida,https://cdn.cimri.io/market/88x88/myday-3x250-gr-sprey-krem-santi-_1319355.jpg,257,1.8,20,20
Eti Form 50 g Bitter Çikolata Kaplı Lifli Bisküvi,Amazon,"25,00 TL",gida,https://cdn.cimri.io/market/88x88/eti-form-50-g-bitter-cikolata-kapli-lifli-biskuvi-_964692.jpg,546,4.9,61,31
Bal Küpü Küp Şeker 1 kg,a101,"51,50 TL",gida,https://cdn.cimri.io/market/88x88/bal-kupu-kup-seker-1-kg-_507116.jpg,387,0,100,0
Lotus 250 gr Biscoff Karamelli Bisküvi,idefix,"157,42 TL",gida,https://cdn.cimri.io/market/88x88/lotus-250-gr-biscoff-karamelli-biskuvi-_1304308.jpg,475,6.7,68,20
Pınar 2x450 gr Gurme Burger,PınarOnline,"658,68 TL",gida,https://cdn.cimri.io/market/88x88/pinar-2x450-gr-gurme-burger-_2047654.jpg,,,,
Aktarix 7 kg Pilavlık Firik Bulguru,Amazon,"760,68 TL",gida,https://cdn.cimri.io/market/88x88/aktarix-7-kg-pilavlik-firik-bulguru-_898356.jpg,,,,
Hanzade Bitkisel 1 kg Esmer Toz Şeker,Ebitkisel,"59,00 TL",gida,https://cdn.cimri.io/market/88x88/hanzade-bitkisel-1-kg-esmer-toz-seker-_1264017.jpg,387,0,100,0
Herbalife Protein Bar Vanilya Aromalı Bademli Çikolata,Pazarama,"722,50 TL",gida,https://cdn.cimri.io/market/88x88/herbalife-protein-bar-vanilya-aromali-bademli-cikolata-_360994.jpg,546,4.9,61,31
OG Natural 300 gr Organik Bebek Bisküvisi,Özel Beslenme,"205,00 TL",gida,https://cdn.cimri.io/market/88x88/og-natural-300-gr-organik-bebek-biskuvisi-_1677685.jpg,,,,
Kent Missbon 43 gr Kahve Aromalı Şeker,Amazon,"25,90 TL",gida,https://cdn.cimri.io/market/88x88/kent-missbon-43-gr-kahve-aromali-seker-_1345232.jpg,2,0.2,0.09,0.05
Hanzade Bitkisel 1 kg İngiliz Karbonatı,Ebitkisel,"54,00 TL",gida,https://cdn.cimri.io/market/88x88/hanzade-bitkisel-1-kg-ingiliz-karbonati-_1666912.jpg,,,,
Falım Şekersiz Nane Aromalı 5'li 20 Adet Sakız,PttAVM,"89,23 TL",gida,https://cdn.cimri.io/market/88x88/falim-sekersiz-nane-aromali-5li-20-adet-sakiz-_243295.jpg,,,,
İngro 1 kg Glutensiz Ön Pişirilmiş Sarı Mercimek Unu,Amazon,"296,39 TL",gida,https://cdn.cimri.io/market/88x88/ingro-1-kg-glutensiz-on-pisirilmis-sari-mercimek-unu-_266316.jpg,364,10.3,76.3,1.0
Dardanel 125 gr Çanakkale Sardalya,Amazon,"109,00 TL",gida,https://cdn.cimri.io/market/88x88/dardanel-125-gr-canakkale-sardalya-_1015606.jpg,151,23,0,6
The Marlen 1 kg File Badem,PttAVM,"599,46 TL",gida,https://cdn.cimri.io/market/88x88/the-marlen-1-kg-file-badem-_1798826.jpg,579,21.2,22.0,49.9
Nahita 500 ml Enginar Sirkesi,PttAVM,"122,13 TL",gida,https://cdn.cimri.io/market/88x88/nahita-500-ml-enginar-sirkesi-_267328.jpg,47,3.3,11.0,0.2
Öncü 3x1600 gr Domates Biber Karışık Salça,PttAVM,"695,51 TL",gida,https://cdn.cimri.io/market/88x88/oncu-3x1600-gr-domates-biber-karisik-salca-_1566328.jpg,18,0.9,3.9,0.2
"Dilşeker Lüks Ekonomik Hazır Keseli Paketlenmiş Düğün, Nişan Ve Kına Kuruyemiş Çerezi 75 Adet 50 gr",PttAVM,"2.657,41 TL",gida,https://cdn.cimri.io/market/88x88/dilseker-luks-ekonomik-hazir-keseli-paketlenmis-dugun-nisan-ve-kina-kuruyemis-cerezi-75-adet-50-gr-_523716.jpg,,,,
Eti 7 gr Karam Sticks Bitter Çikolata,PttAVM,"106,33 TL",gida,https://cdn.cimri.io/market/88x88/eti-7-gr-karam-sticks-bitter-cikolata-_581565.jpg,546,4.9,61,31
Eti Benimo Kırmızı Meyveli 72 gr Lokmalık,Amazon,"559,99 TL",gida,https://cdn.cimri.io/market/88x88/eti-benimo-kirmizi-meyveli-72-gr-lokmalik-_242209.jpg,,,,
Sinangil 5 kg Un,Getir Büyük,"156,99 TL",gida,https://cdn.cimri.io/market/88x88/sinangil-5-kg-un-_265436.jpg,364,10.3,76.3,1.0
Eti Pronot 85 gr Sade Kurabiye,PttAVM,"552,00 TL",gida,https://cdn.cimri.io/market/88x88/eti-pronot-85-gr-sade-kurabiye-_1302584.jpg,502,6.0,64.0,24.0
Pınar 1000 gr Milföy Hamuru,PınarOnline,"88,13 TL",gida,https://cdn.cimri.io/market/88x88/pinar-1000-gr-milfoy-hamuru-_281195.jpg,,,,
Sauchef 500 gr Sriracha Sos,PttAVM,"135,91 TL",gida,https://cdn.cimri.io/market/88x88/sauchef-500-gr-sriracha-sos-_1511305.jpg,,,,
Doğanın Kalbi 500 gr Arap Zamkı Akasya Gamı,PttAVM,"309,06 TL",gida,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
1 kg Lüx Karışık Kuruyemiş,PttAVM,"518,24 TL",gida,https://cdn.cimri.io/market/88x88/1-kg-lux-karisik-kuruyemis-_235267.jpg,607,17.0,23.0,50.0
Kent 1 kg Böğürtlen Aromalı Tofy Şeker,Pazarama,"366,90 TL",gida,https://cdn.cimri.io/market/88x88/kent-1-kg-bogurtlen-aromali-tofy-seker-_894625.jpg,43,1.4,10.0,0.5
Tellioğlu 5 kg Çok Amaçlı Un,idefix,"168,59 TL",gida,https://cdn.cimri.io/market/88x88/tellioglu-5-kg-cok-amacli-un-_897874.jpg,364,10.3,76.3,1.0
Kinder Pingui 30 gr Süt Dolgulu Kek,Getir Büyük,"15,50 TL",gida,https://cdn.cimri.io/market/88x88/kinder-pingui-30-gr-sut-dolgulu-kek-_1479135.jpg,64,3.3,4.7,3.5
Eti Lifalif 35 gr Bitter Çikolatalı Müsli Bar,Amazon,"18,40 TL",gida,https://cdn.cimri.io/market/88x88/eti-lifalif-35-gr-bitter-cikolatali-musli-bar-_356839.jpg,380,8,70,5
Wefood 140 gr Organik Ham Kakao Tozu,Şok,"69,90 TL",gida,https://cdn.cimri.io/market/88x88/wefood-140-gr-organik-ham-kakao-tozu-_611713.jpg,228,19.6,57.9,13.7
Carte D'Or 430 ml Chunkies Karamel,Carrefoursa,"149,90 TL",gida,https://cdn.cimri.io/market/88x88/carte-dor-430-ml-chunkies-karamel-_2036070.jpg,,,,
Ozmo 154 gr Mini Eggs Çikolata,Tarım Kredi Kooperatifi,"99,00 TL",gida,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,546,4.9,61,31
Biryağ 5 lt Pet Ayçiçek Yağı,a101,"332,00 TL",gida,https://cdn.cimri.io/market/88x88/biryag-5-lt-pet-aycicek-yagi-_1262178.jpg,884,0,0,100
Eti 114 gr Burçak Sütlü Çikolatalı Bisküvi,Getir Büyük,"23,63 TL",gida,https://cdn.cimri.io/market/88x88/eti-114-gr-burcak-sutlu-cikolatali-biskuvi-_242409.jpg,475,6.7,68,20
Natur Garden 50 ml Argan Yağı,Pazarama,"436,66 TL",gida,https://cdn.cimri.io/market/88x88/natur-garden-50-ml-argan-yagi-_1993517.jpg,,,,
By Tüfekçi 6x750 ml Lime Limon Şurup,idefix,"1.305,59 TL",gida,https://cdn.cimri.io/market/88x88/by-tufekci-6x750-ml-lime-limon-surup-_1121723.jpg,29,1.1,9.3,0.3
İmmunat 250 ml Kudret Narı Ekstraktı,PttAVM,"692,43 TL",gida,https://cdn.cimri.io/market/88x88/immunat-250-ml-kudret-nari-ekstrakti-_1426355.jpg,,,,
Lokman 100 gr Saf Doğal Sandaloz Sakızı,Pazarama,"123,78 TL",gida,https://cdn.cimri.io/market/88x88/lokman-100-gr-saf-dogal-sandaloz-sakizi-_739605.jpg,,,,
Bifa 150 gr Escape Fiyonk Kraker,Getir Büyük,"16,99 TL",gida,https://cdn.cimri.io/market/88x88/bifa-150-gr-escape-fiyonk-kraker-_977436.jpg,,,,
Giglio Cannellonı 250 gr Lazanya Makarna,PttAVM,"199,00 TL",gida,https://cdn.cimri.io/market/88x88/giglio-cannelloni-250-gr-lazanya-makarna-_1293377.jpg,370,13,75,1.5
Ankara Yıldız Şehriye Makarna 500 Gr,PttAVM,"32,31 TL",gida,https://cdn.cimri.io/market/88x88/ankara-yildiz-sehriye-makarna-500-gr-_1270242.jpg,370,13,75,1.5
Savonnova 100 ml Doğal Hint Yağı,Pazarama,"135,00 TL",gida,https://cdn.cimri.io/market/88x88/savonnova-100-ml-dogal-hint-yagi-_2023962.jpg,,,,
5 kg Kristal Toz Şeker,PttAVM,"390,00 TL",gida,https://cdn.cimri.io/market/88x88/5-kg-kristal-toz-seker-_1095570.jpg,387,0,100,0
Melodi Yaldızlı Fıstık Krokan 1 kg Çikolata,idefix,"1.799,91 TL",gida,https://cdn.cimri.io/market/88x88/melodi-yaldizli-fistik-krokan-1-kg-cikolata-_500523.jpg,546,4.9,61,31
Yayla 13 Parça Süper Ekonomik Ramazan Kolisi,idefix,"719,10 TL",gida,https://cdn.cimri.io/market/88x88/yayla-13-parca-super-ekonomik-ramazan-kolisi-_944960.jpg,,,,
Yudum 12 Parça Ekonomik Ramazan Kumanya Erzak Gıda Yardım Kolisi,PttAVM,"734,36 TL",gida,https://cdn.cimri.io/market/88x88/yudum-12-parca-ekonomik-ramazan-kumanya-erzak-gida-yardim-kolisi-_1880576.jpg,,,,
Beuta 300 ml Soğuk Sıkım Hindistan Cevizi Yağı,Pazarama,"225,00 TL",gida,https://cdn.cimri.io/market/88x88/beuta-300-ml-soguk-sikim-hindistan-cevizi-yagi-_800552.jpg,354,3.3,15.0,33.5
Alta Naturel 15 gr Mandalina Kabuğu Tozu,Amazon,"55,00 TL",gida,https://cdn.cimri.io/market/88x88/alta-naturel-15-gr-mandalina-kabugu-tozu-_1506331.jpg,53,0.8,13.0,0.3
Belberry 200 ml Mango Sirke,Amazon,"199,00 TL",gida,https://cdn.cimri.io/market/88x88/belberry-200-ml-mango-sirke-_2032955.jpg,60,0.8,15.0,0.4
Mustafa Arslan  2 lt Üzüm Sirkesi,Amazon,"179,00 TL",gida,https://cdn.cimri.io/market/88x88/mustafa-arslan-2-lt-uzum-sirkesi-_43791.jpg,69,0.6,18.0,0.2
Maretti 70 gr Ekşi Krema Soğanlı Bruschette Cips,Carrefoursa,"31,50 TL",gida,https://cdn.cimri.io/market/88x88/maretti-70-gr-eksi-krema-soganli-bruschette-cips-_1903760.jpg,536,6.4,52.9,34.6
Hanzade Bitkisel 1 kg Krem Tartar Potasyum Bitartarat,Ebitkisel,"89,00 TL",gida,https://cdn.cimri.io/market/88x88/hanzade-bitkisel-1-kg-krem-tartar-potasyum-bitartarat-_1477848.jpg,,,,
Patiswiss 200 gr Juva Antep Fıstıklı ve Kadayıflı Dubai Çikolatası,Getir Büyük,"199,99 TL",gida,https://cdn.cimri.io/market/88x88/patiswiss-200-gr-juva-antep-fistikli-ve-kadayifli-dubai-cikolatasi-_2011118.jpg,546,4.9,61,31
Ülker 1 kg Ece Bütün Fındıklı Sütlü Çikolata,Amazon,"728,90 TL",gida,https://cdn.cimri.io/market/88x88/ulker-1-kg-ece-butun-findikli-sutlu-cikolata-_850307.jpg,546,4.9,61,31
Züber 40 gr Antep Fıstıklı Ve Kakaolu Meyveli Bar,Carrefoursa,"31,96 TL",gida,https://cdn.cimri.io/market/88x88/zuber-40-gr-antep-fistikli-ve-kakaolu-meyveli-bar-_361615.jpg,,,,
Maretti 70 gr Ekşi Krema Soğanlı Bruschette Cips,Carrefoursa,"31,50 TL",gida,https://cdn.cimri.io/market/88x88/maretti-70-gr-eksi-krema-soganli-bruschette-cips-_1903760.jpg,536,6.4,52.9,34.6
Mabel 60 Adet Arap Kızı Sakız,Amazon,"499,00 TL",gida,https://cdn.cimri.io/market/88x88/mabel-60-adet-arap-kizi-sakiz-_243096.jpg,,,,
Özyer 60 gr Hardal Tozu,Fast Gross,"293,90 TL",gida,https://cdn.cimri.io/market/88x88/ozyer-60-gr-hardal-tozu-_255954.jpg,66,3.0,5.0,4.0
Şölen Vital Kakao Krema Dolgulu 300 gr Sütlü Bitter Çikolata,Getir Büyük,"158,99 TL",gida,https://cdn.cimri.io/market/88x88/solen-vital-kakao-krema-dolgulu-300-gr-sutlu-bitter-cikolata-_93323.jpg,546,4.9,61,31
Bozkırlı Çavuşoğlu 500 ml Elma Sirkesi Doğal Fermantasyon,PttAVM,"122,13 TL",gida,https://cdn.cimri.io/market/88x88/bozkirli-cavusoglu-500-ml-elma-sirkesi-dogal-fermantasyon-_682612.jpg,21,0,0.9,0
Patiswiss 200 gr Juva Antep Fıstıklı ve Kadayıflı Dubai Çikolatası,Getir Büyük,"199,99 TL",gida,https://cdn.cimri.io/market/88x88/patiswiss-200-gr-juva-antep-fistikli-ve-kadayifli-dubai-cikolatasi-_2011118.jpg,546,4.9,61,31
Bal Küpü 1 Kg Toz Şeker,Carrefoursa,"44,95 TL",gida,https://cdn.cimri.io/market/88x88/bal-kupu-1-kg-toz-seker-_280876.jpg,387,0,100,0
Hanzade Bitkisel 1 kg Krem Tartar Potasyum Bitartarat,Ebitkisel,"89,00 TL",gida,https://cdn.cimri.io/market/88x88/hanzade-bitkisel-1-kg-krem-tartar-potasyum-bitartarat-_1477848.jpg,,,,
Yudum 2 lt Egemden Riviera Zeytinyağı,Carrefoursa,"429,95 TL",gida,https://cdn.cimri.io/market/88x88/yudum-2-lt-egemden-riviera-zeytinyagi-_99204.jpg,884,0,0,100
Huxol 650 Adet Tablet Tatlandırıcı,Carrefoursa,"106,90 TL",gida,https://cdn.cimri.io/market/88x88/huxol-650-adet-tablet-tatlandirici-_243140.jpg,,,,
Ülker Koncerto 500 gr Fındıklı Hindistan Cevizli Çikolata,Bim,"149,00 TL",gida,https://cdn.cimri.io/market/88x88/ulker-koncerto-500-gr-findikli-hindistan-cevizli-cikolata-_1433664.jpg,546,4.9,61,31
Dr. Oetker Çikolatalı Muffin 345 gr,a101,"119,00 TL",gida,https://cdn.cimri.io/market/88x88/dr-oetker-cikolatali-muffin-345-gr-_1432917.jpg,377,6.0,56.0,15.0
Karden 50 ml Kudret Narı Yağı,Pazarama,"200,00 TL",gida,https://cdn.cimri.io/market/88x88/karden-50-ml-kudret-nari-yagi-_753646.jpg,,,,
Kent Boringer 240 gr Et Suyu Bulyon,PttAVM,"35,24 TL",gida,https://cdn.cimri.io/market/88x88/kent-boringer-240-gr-et-suyu-bulyon-_1631457.jpg,,,,
Leblebi Çarşısı 500 gr Çikolatalı Lokum,Leblebi Çarşısı,"170,00 TL",gida,https://cdn.cimri.io/market/88x88/leblebi-carsisi-500-gr-cikolatali-lokum-_1979583.jpg,378,20.0,62.0,6.0
Patar 12x900 gr Tel Kadayıf,PttAVM,"526,90 TL",gida,https://cdn.cimri.io/market/88x88/patar-12x900-gr-tel-kadayif-_1796350.jpg,,,,
Hurma Aşkı 100 gr Acve Hurma Tozu,PttAVM,"99,00 TL",gida,https://cdn.cimri.io/market/88x88/hurma-aski-100-gr-acve-hurma-tozu-_1905238.jpg,282,2.5,75.0,0.4
Oba 40'lı Mie Tavuklu Noodle,PttAVM,"236,21 TL",gida,https://cdn.cimri.io/market/88x88/oba-40li-mie-tavuklu-noodle-_1082517.jpg,,,,
Ülker 1 kg Sütlü Tereyağlı Bonbon Şekerleme,Pazarama,"360,00 TL",gida,https://cdn.cimri.io/market/88x88/ulker-1-kg-sutlu-tereyagli-bonbon-sekerleme-_583186.jpg,,,,
Erkexin 240 gr Bitkisel Macun,Starefsane,"199,00 TL",gida,https://cdn.cimri.io/market/88x88/erkexin-240-gr-bitkisel-macun-_2009034.jpg,,,,
Pınar 2x500 gr Kıymalı Patatesli Rulo Börek,PınarOnline,"235,08 TL",gida,https://cdn.cimri.io/market/88x88/pinar-2x500-gr-kiymali-patatesli-rulo-borek-_2047417.jpg,,,,
Gedemenli 5 kg İsot Salçası,Pazarama,"1.099,99 TL",gida,https://cdn.cimri.io/market/88x88/gedemenli-5-kg-isot-salcasi-_2027670.jpg,,,,
1000 gr Doğal Ak Günlük Sakızı,PttAVM,"1.088,55 TL",gida,https://cdn.cimri.io/market/88x88/1000-gr-dogal-ak-gunluk-sakizi-_1295379.jpg,,,,
Nurbal Şifa Merkezi 30 gr Aslan Yelesi Tozu,Pazarama,"750,00 TL",gida,https://cdn.cimri.io/market/88x88/nurbal-sifa-merkezi-30-gr-aslan-yelesi-tozu-_2028314.jpg,,,,
LokmanAvm 1 kg Naftalin Toz Pul,Pazarama,"320,00 TL",gida,https://cdn.cimri.io/market/88x88/lokmanavm-1-kg-naftalin-toz-pul-_416454.jpg,,,,
Activa 400 gr Manisa Mesir Macunu,PttAVM,"261,88 TL",gida,https://cdn.cimri.io/market/88x88/activa-400-gr-manisa-mesir-macunu-_563579.jpg,,,,
Bolçi 240 gr Saten Güllü Kalp Kutu Çikolata,Pazarama,"378,00 TL",gida,https://cdn.cimri.io/market/88x88/bolci-240-gr-saten-gullu-kalp-kutu-cikolata-_1036439.jpg,546,4.9,61,31
Ayvalık Baharat 100 gr Saf Propolis Tozu,PttAVM,"414,97 TL",gida,https://cdn.cimri.io/market/88x88/ayvalik-baharat-100-gr-saf-propolis-tozu-_2059680.jpg,300,2,60,1.5
Defne Doğa 2x20 ml Aynı Sefa Yağı,Pazarama,"138,60 TL",gida,https://cdn.cimri.io/market/88x88/defne-doga-2x20-ml-ayni-sefa-yagi-_810476.jpg,,,,
Aktarcınız 100 gr Kara Halile,PttAVM,"45,91 TL",gida,https://cdn.cimri.io/market/88x88/aktarciniz-100-gr-kara-halile-_332077.jpg,,,,
Nurbal Şifa Merkezi 30 gr Aslan Yelesi Tozu,Pazarama,"750,00 TL",gida,https://cdn.cimri.io/market/88x88/nurbal-sifa-merkezi-30-gr-aslan-yelesi-tozu-_2028314.jpg,,,,
Ülker 1 kg Sütlü Tereyağlı Bonbon Şekerleme,Pazarama,"360,00 TL",gida,https://cdn.cimri.io/market/88x88/ulker-1-kg-sutlu-tereyagli-bonbon-sekerleme-_583186.jpg,,,,
Erkexin 240 gr Bitkisel Macun,Starefsane,"199,00 TL",gida,https://cdn.cimri.io/market/88x88/erkexin-240-gr-bitkisel-macun-_2009034.jpg,,,,
Bahasam 1 kg Limon Tuzu,Bahasam,"15,00 TL",gida,https://cdn.cimri.io/market/88x88/bahasam-1-kg-limon-tuzu-_2008058.jpg,29,1.1,9.3,0.3
Saadet Ekşiyüz 100'lü Tutti Frutti Sakız,PttAVM,"89,23 TL",gida,https://cdn.cimri.io/market/88x88/saadet-eksiyuz-100lu-tutti-frutti-sakiz-_1563250.jpg,,,,
Koska 700 gr Madlen Çikolata,idefix,"1.999,00 TL",gida,https://cdn.cimri.io/market/88x88/koska-700-gr-madlen-cikolata-_2062612.jpg,546,4.9,61,31
Ticaret Denizi 850 gr Yaban Mersini,idefix,"397,90 TL",gida,https://cdn.cimri.io/market/88x88/ticaret-denizi-850-gr-yaban-mersini-_1707222.jpg,57,0.7,14.5,0.3
Krk 250 ml Gıda Malt Aroması,PttAVM,"485,01 TL",gida,https://cdn.cimri.io/market/88x88/krk-250-ml-gida-malt-aromasi-_293410.jpg,100,1.0,10,0.2
Pakmaya 125 gr Magnolia Puding,Getir Büyük,"21,99 TL",gida,https://cdn.cimri.io/market/88x88/pakmaya-125-gr-magnolia-puding-_2011488.jpg,,,,
Yayla Kıymalı Bezelye 250 gr Hazır Yemek,Getir Büyük,"14,99 TL",gida,https://cdn.cimri.io/market/88x88/yayla-kiymali-bezelye-250-gr-hazir-yemek-_1839509.jpg,81,5.4,14.5,0.4
Ülker Lokumcuk Karışık Meyve Aromalı Yumuşak Şekerleme 1 kg,PttAVM,"317,60 TL",gida,https://cdn.cimri.io/market/88x88/ulker-lokumcuk-karisik-meyve-aromali-yumusak-sekerleme-1-kg-_577288.jpg,,,,
Pela 125 ml Balkabağı Zencefilli Kurabiye Gelato,Getir Büyük,"44,99 TL",gida,https://cdn.cimri.io/market/88x88/pela-125-ml-balkabagi-zencefilli-kurabiye-gelato-_2036084.jpg,502,6.0,64.0,24.0
Duru 1000 gr Aşurelik Buğday,PttAVM,"109,94 TL",gida,https://cdn.cimri.io/market/88x88/duru-1000-gr-asurelik-bugday-_1075441.jpg,,,,
1 kg Zeytinyağlı Kuru İncir,PttAVM,"225,95 TL",gida,https://cdn.cimri.io/market/88x88/1-kg-zeytinyagli-kuru-incir-_595780.jpg,,,,
Golf 850 ml Royal Tartufo Bitter Çikolata Soslu Dondurma,Carrefoursa,"214,90 TL",gida,https://cdn.cimri.io/market/88x88/golf-850-ml-royal-tartufo-bitter-cikolata-soslu-dondurma-_1443848.jpg,546,4.9,61,31
Arifoğlu 500 ml Ananas Sirkesi,PttAVM,"243,99 TL",gida,https://cdn.cimri.io/market/88x88/arifoglu-500-ml-ananas-sirkesi-_1995690.jpg,50,0.5,13.0,0.1
Rummo Glutensiz Penne Rigate 400 gr Makarna,Özel Beslenme,"139,92 TL",gida,https://cdn.cimri.io/market/88x88/rummo-glutensiz-penne-rigate-400-gr-makarna-_271664.jpg,370,13,75,1.5
Carrefour 500 gr Siyez Bulgur,Carrefoursa,"31,40 TL",gida,https://cdn.cimri.io/market/88x88/carrefour-500-gr-siyez-bulgur-_1022710.jpg,340,12.5,73,1
Kikkoman 1 lt Soya Sosu Pet,Amazon,"389,90 TL",gida,https://cdn.cimri.io/market/88x88/kikkoman-1-lt-soya-sosu-pet-_471324.jpg,74,2,11,2.30
Sera Natura 30 ml Udi Hindi Yağı,Pazarama,"317,70 TL",gida,https://cdn.cimri.io/market/88x88/sera-natura-30-ml-udi-hindi-yagi-_1954917.jpg,107,25,0,1
Agarta 100 ml Doğal Ozon Yağı,Pazarama,"223,93 TL",gida,https://cdn.cimri.io/market/88x88/agarta-100-ml-dogal-ozon-yagi-_1334391.jpg,,,,
Bozkırlı Çavuşoğlu 240 gr Kozalak Macunu,PttAVM,"117,77 TL",gida,https://cdn.cimri.io/market/88x88/bozkirli-cavusoglu-240-gr-kozalak-macunu-_1342926.jpg,,,,
Kral Pestil 1 kg Fındıklı Pestil,Pazarama,"211,88 TL",gida,https://cdn.cimri.io/market/88x88/kral-pestil-1-kg-findikli-pestil-_471104.jpg,,,,
Ekşiyüz Böğürtlen Aromalı Şekerli Sakız 100'lü,PttAVM,"106,33 TL",gida,https://cdn.cimri.io/market/88x88/eksiyuz-bogurtlen-aromali-sekerli-sakiz-100lu-_734333.jpg,43,1.4,10.0,0.5
Torku Küp Şeker Tek Sargılı 4 kg,PttAVM,"519,75 TL",gida,https://cdn.cimri.io/market/88x88/torku-kup-seker-tek-sargili-4-kg-_1260873.jpg,387,0,100,0
Fide Klasik Ton Balığı 24 X 80 gr,Amazon,"610,00 TL",gida,https://cdn.cimri.io/market/88x88/fide-klasik-ton-baligi-24-x-80-gr-_649110.jpg,193,24,0,11
3 gr Doğal Katkısız İran Safranı,Pazarama,"940,00 TL",gida,https://cdn.cimri.io/market/88x88/3-gr-dogal-katkisiz-iran-safrani-_1063422.jpg,,,,
Yazar 25 Kg Basmati Pirinç,PttAVM,"2.014,77 TL",gida,https://cdn.cimri.io/market/88x88/yazar-25-kg-basmati-pirinc-_336872.jpg,360,7.1,79,0.5
Laraska 250 gr Organik Ham Kakao Tozu,Amazon,"299,99 TL",gida,https://cdn.cimri.io/market/88x88/laraska-250-gr-organik-ham-kakao-tozu-_1541339.jpg,228,19.6,57.9,13.7
Akdeniz Yöresel 5 kg Kabuklu Ceviz,PttAVM,"846,28 TL",gida,https://cdn.cimri.io/market/88x88/akdeniz-yoresel-5-kg-kabuklu-ceviz-_1721103.jpg,654,15.2,13.7,65.2
